transaction_id,customer_id,amount_inr,merchant,city,hour,is_odd_hour,is_foreign_city,is_high_risk_merchant,device_type,is_new_device_for_customer,is_fraud
TXN100042,CUST1025,3179.53,Uber,Hyderabad,14,0,0,0,Android Phone,0,0
TXN100043,CUST1226,2000.52,Flipkart,Gurgaon,16,0,0,0,Tablet,0,0
TXN100044,CUST1145,4771.24,Amazon,Bangalore,15,0,0,0,iPhone,0,0
TXN100045,CUST1112,2440.12,Zomato,Gurgaon,1,1,0,0,iPhone,0,0
TXN100046,CUST1070,1993.86,Local Kirana Store,Pune,10,0,0,0,Desktop Browser,0,0
TXN100047,CUST1220,1388.67,Electricity Board,Mumbai,17,0,0,0,Tablet,0,0
TXN100048,CUST1181,3946.17,PayU Recharge,Kolkata,23,0,0,0,Android Phone,0,0
TXN100049,CUST1039,1313.22,Ola,Gurgaon,13,0,0,0,Tablet,0,0
TXN100050,CUST1213,2339.46,Uber,Mumbai,0,1,0,0,iPhone,0,0
TXN100051,CUST1235,384.99,Flipkart,Pune,11,0,0,0,Tablet,0,0
TXN100052,CUST1124,2572.64,BigBasket,Kolkata,16,0,0,0,iPhone,0,0
TXN100053,CUST1173,2323.1,Flipkart,Hyderabad,5,0,0,0,Tablet,0,0
TXN100054,CUST1271,996.63,Ola,Bangalore,11,0,0,0,Tablet,0,0
TXN100055,CUST1075,1002.84,Swiggy,Jaipur,8,0,0,0,Tablet,0,0
TXN100056,CUST1038,2548.69,Uber,Mumbai,20,0,0,0,Android Phone,0,0
TXN100057,CUST1296,3503.53,Uber,Gurgaon,18,0,0,0,Tablet,0,0
TXN100058,CUST1165,2707.46,PayU Recharge,Kolkata,10,0,0,0,Android Phone,0,0
TXN100059,CUST1226,1316.46,Electricity Board,Gurgaon,8,0,0,0,Tablet,0,0
TXN100060,CUST1037,3735.57,BigBasket,Pune,1,1,0,0,Desktop Browser,0,0
TXN100061,CUST1039,1588.6,IRCTC,Gurgaon,2,1,0,0,Tablet,0,0
TXN100062,CUST1236,1302.24,Cash Withdrawal ATM,Delhi,23,0,0,0,Tablet,0,0
TXN100063,CUST1292,4891.68,Amazon,Kolkata,19,0,0,0,Tablet,0,0
TXN100064,CUST1230,2841.01,Ola,Pune,10,0,0,0,Tablet,0,0
TXN100065,CUST1088,47408.24,Foreign Exchange Kiosk,Dubai,14,0,1,1,Tablet,1,1
TXN100066,CUST1209,5441.83,Ola,Bangalore,19,0,0,0,iPhone,0,0
TXN100067,CUST1171,1283.74,BigBasket,Delhi,17,0,0,0,Android Phone,0,0
TXN100068,CUST1076,2439.64,BigBasket,Mumbai,21,0,0,0,Android Phone,0,0
TXN100069,CUST1200,2211.03,Ola,Pune,2,1,0,0,Desktop Browser,0,0
TXN100070,CUST1168,6682.75,Ola,Delhi,22,0,0,0,Tablet,0,0
TXN100071,CUST1269,875.62,Myntra,Hyderabad,13,0,0,0,Android Phone,0,0
TXN100072,CUST1158,1978.46,Zomato,Jaipur,10,0,0,0,iPhone,0,0
TXN100073,CUST1070,4990.73,Local Kirana Store,Pune,3,1,0,0,Tablet,0,0
TXN100074,CUST1269,7430.81,Crypto Exchange XYZ,Hyderabad,19,0,0,1,Tablet,1,1
TXN100075,CUST1084,941.09,Zomato,Mumbai,13,0,0,0,iPhone,0,0
TXN100076,CUST1227,3493.95,Electricity Board,Gurgaon,23,0,0,0,Desktop Browser,0,0
TXN100077,CUST1122,3877.17,Myntra,Mumbai,15,0,0,0,Tablet,0,0
TXN100078,CUST1292,4307.95,Electricity Board,Kolkata,9,0,0,0,Tablet,0,0
TXN100079,CUST1214,1592.92,BigBasket,Delhi,6,0,0,0,iPhone,0,0
TXN100080,CUST1026,1926.26,Local Kirana Store,Pune,11,0,0,0,Tablet,0,0
TXN100081,CUST1264,1423.63,PayU Recharge,Gurgaon,2,1,0,0,Tablet,0,0
TXN100082,CUST1262,2185.61,PayU Recharge,Hyderabad,2,1,0,0,Android Phone,0,0
TXN100083,CUST1178,4845.71,Zomato,Mumbai,1,1,0,0,Tablet,0,0
TXN100084,CUST1197,3336.96,Flipkart,Chennai,7,0,0,0,Tablet,0,0
TXN100085,CUST1171,2052.39,PayU Recharge,Delhi,1,1,0,0,Android Phone,0,0
TXN100086,CUST1071,2114.98,Flipkart,Jaipur,14,0,0,0,iPhone,0,0
TXN100087,CUST1009,1428.7,Uber,Kolkata,4,1,0,0,Android Phone,0,0
TXN100088,CUST1270,1105.59,Amazon,Delhi,9,0,0,0,iPhone,0,0
TXN100089,CUST1122,1634.39,PayU Recharge,Mumbai,19,0,0,0,Tablet,0,0
TXN100090,CUST1274,31039.76,Unknown Merchant Ltd,Lagos,18,0,1,1,iPhone,1,1
TXN100091,CUST1180,3498.8,Electricity Board,Jaipur,5,0,0,0,Desktop Browser,0,0
TXN100092,CUST1184,5351.48,Electricity Board,Jaipur,17,0,0,0,iPhone,0,0
TXN100093,CUST1283,16679.39,Foreign Exchange Kiosk,Bangalore,15,0,0,1,Desktop Browser,1,1
TXN100094,CUST1008,3645.81,Ola,Gurgaon,11,0,0,0,Tablet,0,0
TXN100095,CUST1053,1129.5,Electricity Board,Delhi,10,0,0,0,iPhone,0,0
TXN100096,CUST1173,3404.4,PayU Recharge,Hyderabad,21,0,0,0,Tablet,0,0
TXN100097,CUST1093,6265.25,Amazon,Pune,22,0,0,0,Desktop Browser,0,0
TXN100098,CUST1150,1134.75,BigBasket,Bangalore,6,0,0,0,Android Phone,0,0
TXN100099,CUST1263,2478.4,Cash Withdrawal ATM,Jaipur,17,0,0,0,Android Phone,0,0
TXN100100,CUST1097,5453.9,BigBasket,Hyderabad,1,1,0,0,iPhone,0,0
TXN100101,CUST1063,1600.37,IRCTC,Kolkata,12,0,0,0,Desktop Browser,0,0
TXN100102,CUST1173,1994.03,Cash Withdrawal ATM,Hyderabad,22,0,0,0,Tablet,0,0
TXN100103,CUST1265,2063.87,Uber,Gurgaon,23,0,0,0,iPhone,0,0
TXN100104,CUST1092,2490.38,BigBasket,Gurgaon,3,1,0,0,Tablet,0,0
TXN100105,CUST1156,3665.67,Myntra,Delhi,13,0,0,0,Android Phone,0,0
TXN100106,CUST1228,12948.03,Crypto Exchange XYZ,Gurgaon,11,0,0,1,iPhone,1,1
TXN100107,CUST1038,3440.1,Ola,Mumbai,11,0,0,0,iPhone,0,0
TXN100108,CUST1081,2761.23,Amazon,Chennai,19,0,0,0,Android Phone,0,0
TXN100109,CUST1064,704.38,Uber,Gurgaon,20,0,0,0,Android Phone,0,0
TXN100110,CUST1016,2888.98,Cash Withdrawal ATM,Mumbai,14,0,0,0,iPhone,0,0
TXN100111,CUST1039,1182.49,BigBasket,Gurgaon,11,0,0,0,Tablet,0,0
TXN100112,CUST1127,3522.63,IRCTC,Pune,23,0,0,0,Desktop Browser,0,0
TXN100113,CUST1287,3795.5,Uber,Delhi,8,0,0,0,iPhone,0,0
TXN100114,CUST1146,1570.88,Flipkart,Gurgaon,6,0,0,0,iPhone,0,0
TXN100115,CUST1231,5293.16,Myntra,Mumbai,14,0,0,0,Desktop Browser,0,0
TXN100116,CUST1177,1438.64,Swiggy,Gurgaon,17,0,0,0,Desktop Browser,0,0
TXN100117,CUST1089,3938.57,Cash Withdrawal ATM,Jaipur,7,0,0,0,iPhone,0,0
TXN100118,CUST1071,4412.13,Myntra,Jaipur,0,1,0,0,iPhone,0,0
TXN100119,CUST1239,5852.59,Flipkart,Kolkata,4,1,0,0,iPhone,0,0
TXN100120,CUST1158,2057.55,Cash Withdrawal ATM,Jaipur,23,0,0,0,iPhone,0,0
TXN100121,CUST1209,4821.81,PayU Recharge,Bangalore,4,1,0,0,iPhone,0,0
TXN100122,CUST1238,3293.4,Electricity Board,Hyderabad,4,1,0,0,Tablet,0,0
TXN100123,CUST1093,6122.49,Amazon,Pune,13,0,0,0,Desktop Browser,0,0
TXN100124,CUST1063,1400.99,Local Kirana Store,Kolkata,5,0,0,0,Tablet,0,0
TXN100125,CUST1115,896.95,Flipkart,Delhi,16,0,0,0,iPhone,0,0
TXN100126,CUST1128,1681.08,BigBasket,Delhi,17,0,0,0,Desktop Browser,0,0
TXN100127,CUST1273,1235.46,Swiggy,Kolkata,5,0,0,0,Android Phone,0,0
TXN100128,CUST1087,5086.85,Uber,Bangalore,19,0,0,0,Tablet,0,0
TXN100129,CUST1021,2895.65,Cash Withdrawal ATM,Jaipur,2,1,0,0,Desktop Browser,0,0
TXN100130,CUST1295,4773.2,Amazon,Delhi,18,0,0,0,Tablet,0,0
TXN100131,CUST1254,6237.38,PayU Recharge,Bangalore,9,0,0,0,Tablet,0,0
TXN100132,CUST1125,4520.75,Local Kirana Store,Pune,12,0,0,0,Tablet,0,0
TXN100133,CUST1030,411.85,Uber,Mumbai,15,0,0,0,Tablet,0,0
TXN100134,CUST1073,1040.13,Myntra,Jaipur,10,0,0,0,Desktop Browser,0,0
TXN100135,CUST1204,1526.37,Zomato,Jaipur,16,0,0,0,iPhone,0,0
TXN100136,CUST1238,1478.9,BigBasket,Hyderabad,7,0,0,0,Tablet,0,0
TXN100137,CUST1196,3075.27,Myntra,Kolkata,7,0,0,0,Tablet,0,0
TXN100138,CUST1295,6386.29,PayU Recharge,Delhi,5,0,0,0,Desktop Browser,0,0
TXN100139,CUST1255,5207.17,Electricity Board,Pune,0,1,0,0,iPhone,0,0
TXN100140,CUST1234,2051.43,BigBasket,Delhi,18,0,0,0,Android Phone,0,0
TXN100141,CUST1253,1095.79,Electricity Board,Gurgaon,20,0,0,0,Desktop Browser,0,0
TXN100142,CUST1004,3667.18,Myntra,Delhi,4,1,0,0,Tablet,0,0
TXN100143,CUST1206,2841.42,Myntra,Bangalore,1,1,0,0,Tablet,0,0
TXN100144,CUST1283,1069.69,BigBasket,Bangalore,16,0,0,0,Desktop Browser,0,0
TXN100145,CUST1060,1302.67,Myntra,Delhi,12,0,0,0,Tablet,0,0
TXN100146,CUST1285,2317.38,IRCTC,Bangalore,4,1,0,0,Desktop Browser,0,0
TXN100147,CUST1256,67231.44,Unknown Merchant Ltd,Gurgaon,4,1,0,1,iPhone,0,1
TXN100148,CUST1076,2464.82,Myntra,Mumbai,4,1,0,0,Android Phone,0,0
TXN100149,CUST1083,220.59,Myntra,Mumbai,23,0,0,0,Tablet,0,0
TXN100150,CUST1259,3171.77,PayU Recharge,Kolkata,15,0,0,0,Desktop Browser,0,0
TXN100151,CUST1008,3204.51,Cash Withdrawal ATM,Gurgaon,3,1,0,0,Tablet,0,0
TXN100152,CUST1013,7255.77,Uber,Chennai,20,0,0,0,iPhone,0,0
TXN100153,CUST1295,2862.42,Ola,Delhi,18,0,0,0,Desktop Browser,0,0
TXN100154,CUST1194,4397.54,Local Kirana Store,Gurgaon,7,0,0,0,Android Phone,0,0
TXN100155,CUST1056,3177.03,Local Kirana Store,Bangalore,10,0,0,0,Tablet,0,0
TXN100156,CUST1104,3428.8,Local Kirana Store,Jaipur,19,0,0,0,Tablet,0,0
TXN100157,CUST1031,3018.03,Ola,Bangalore,6,0,0,0,Android Phone,0,0
TXN100158,CUST1244,3201.29,Myntra,Chennai,5,0,0,0,Android Phone,0,0
TXN100159,CUST1279,499.63,Local Kirana Store,Pune,23,0,0,0,Desktop Browser,0,0
TXN100160,CUST1135,611.57,Zomato,Delhi,7,0,0,0,Desktop Browser,0,0
TXN100161,CUST1152,3506.52,Myntra,Kolkata,6,0,0,0,Tablet,0,0
TXN100162,CUST1245,3478.09,Uber,Kolkata,23,0,0,0,iPhone,0,0
TXN100163,CUST1278,3240.25,Cash Withdrawal ATM,Mumbai,12,0,0,0,Android Phone,0,0
TXN100164,CUST1074,4219.12,PayU Recharge,Delhi,22,0,0,0,Desktop Browser,0,0
TXN100165,CUST1131,4556.24,Electricity Board,Gurgaon,6,0,0,0,Desktop Browser,0,0
TXN100166,CUST1139,2722.04,Amazon,Mumbai,23,0,0,0,iPhone,0,0
TXN100167,CUST1271,741.6,Local Kirana Store,Bangalore,1,1,0,0,Tablet,0,0
TXN100168,CUST1241,2221.67,Swiggy,Mumbai,4,1,0,0,Android Phone,0,0
TXN100169,CUST1208,5445.5,Cash Withdrawal ATM,Delhi,15,0,0,0,Desktop Browser,0,0
TXN100170,CUST1147,3107.11,Ola,Gurgaon,1,1,0,0,iPhone,0,0
TXN100171,CUST1293,3761.2,Swiggy,Pune,23,0,0,0,Android Phone,0,0
TXN100172,CUST1213,3123.34,PayU Recharge,Mumbai,1,1,0,0,iPhone,0,0
TXN100173,CUST1095,301.52,BigBasket,Pune,9,0,0,0,Desktop Browser,0,0
TXN100174,CUST1290,3762.04,Ola,Pune,10,0,0,0,Android Phone,0,0
TXN100175,CUST1278,3850.15,BigBasket,Mumbai,4,1,0,0,Android Phone,0,0
TXN100176,CUST1098,1070.15,BigBasket,Delhi,5,0,0,0,iPhone,0,0
TXN100177,CUST1095,4281.79,Foreign Exchange Kiosk,Dubai,9,0,1,1,Tablet,1,1
TXN100178,CUST1263,2252.93,Swiggy,Jaipur,21,0,0,0,Desktop Browser,0,0
TXN100179,CUST1244,2003.06,PayU Recharge,Chennai,0,1,0,0,Android Phone,0,0
TXN100180,CUST1136,4216.41,BigBasket,Mumbai,18,0,0,0,Android Phone,0,0
TXN100181,CUST1184,4016.04,Swiggy,Jaipur,21,0,0,0,iPhone,0,0
TXN100182,CUST1207,1002.37,Flipkart,Jaipur,22,0,0,0,Android Phone,0,0
TXN100183,CUST1151,1909.41,PayU Recharge,Bangalore,7,0,0,0,Tablet,0,0
TXN100184,CUST1191,4931.32,Ola,Pune,15,0,0,0,iPhone,0,0
TXN100185,CUST1111,2608.21,Electricity Board,Gurgaon,19,0,0,0,Desktop Browser,0,0
TXN100186,CUST1228,1511.12,Amazon,Gurgaon,2,1,0,0,iPhone,0,0
TXN100187,CUST1280,1691.57,Myntra,Delhi,18,0,0,0,Android Phone,0,0
TXN100188,CUST1266,3599.3,Flipkart,Hyderabad,6,0,0,0,Tablet,0,0
TXN100189,CUST1261,1435.77,PayU Recharge,Hyderabad,14,0,0,0,Desktop Browser,0,0
TXN100190,CUST1288,23678.71,Foreign Exchange Kiosk,Jaipur,3,1,0,1,Android Phone,0,1
TXN100191,CUST1001,4310.9,Local Kirana Store,Mumbai,2,1,0,0,Desktop Browser,0,0
TXN100192,CUST1032,3233.11,BigBasket,Kolkata,2,1,0,0,Desktop Browser,0,0
TXN100193,CUST1209,4836.76,IRCTC,Bangalore,20,0,0,0,iPhone,0,0
TXN100194,CUST1191,6735.55,IRCTC,Pune,14,0,0,0,iPhone,0,0
TXN100195,CUST1192,936.41,Ola,Gurgaon,21,0,0,0,Android Phone,0,0
TXN100196,CUST1178,3033.85,Zomato,Mumbai,12,0,0,0,Tablet,0,0
TXN100197,CUST1001,5476.72,Electricity Board,Mumbai,9,0,0,0,Android Phone,0,0
TXN100198,CUST1217,4303.6,Swiggy,Gurgaon,7,0,0,0,Tablet,0,0
TXN100199,CUST1141,731.74,Cash Withdrawal ATM,Gurgaon,23,0,0,0,iPhone,0,0
TXN100200,CUST1214,1018.17,Flipkart,Delhi,0,1,0,0,iPhone,0,0
TXN100201,CUST1017,840.57,Local Kirana Store,Chennai,22,0,0,0,Android Phone,0,0
TXN100202,CUST1022,2604.1,Cash Withdrawal ATM,Delhi,17,0,0,0,iPhone,0,0
TXN100203,CUST1028,7053.66,Uber,Kolkata,7,0,0,0,iPhone,0,0
TXN100204,CUST1163,727.93,BigBasket,Delhi,21,0,0,0,Android Phone,0,0
TXN100205,CUST1073,559.55,Amazon,Jaipur,7,0,0,0,Desktop Browser,0,0
TXN100206,CUST1285,1419.13,Ola,Bangalore,23,0,0,0,Tablet,0,0
TXN100207,CUST1218,3086.49,Cash Withdrawal ATM,Hyderabad,11,0,0,0,iPhone,0,0
TXN100208,CUST1268,2334.87,Swiggy,Jaipur,13,0,0,0,Android Phone,0,0
TXN100209,CUST1275,6288.13,Swiggy,Hyderabad,7,0,0,0,Android Phone,0,0
TXN100210,CUST1237,4286.24,Swiggy,Bangalore,13,0,0,0,iPhone,0,0
TXN100211,CUST1198,2133.87,PayU Recharge,Chennai,10,0,0,0,iPhone,0,0
TXN100212,CUST1189,1297.93,Ola,Chennai,6,0,0,0,Desktop Browser,0,0
TXN100213,CUST1020,3875.16,Zomato,Hyderabad,18,0,0,0,Android Phone,0,0
TXN100214,CUST1245,6432.74,Amazon,Kolkata,10,0,0,0,iPhone,0,0
TXN100215,CUST1108,1352.86,Cash Withdrawal ATM,Bangalore,23,0,0,0,Desktop Browser,0,0
TXN100216,CUST1245,3110.43,Zomato,Kolkata,19,0,0,0,iPhone,0,0
TXN100217,CUST1282,4998.73,Myntra,Kolkata,12,0,0,0,Tablet,0,0
TXN100218,CUST1157,2174.15,Local Kirana Store,Kolkata,15,0,0,0,Android Phone,0,0
TXN100219,CUST1240,2881.81,Amazon,Chennai,6,0,0,0,Android Phone,0,0
TXN100220,CUST1288,1136.6,Uber,Jaipur,4,1,0,0,Android Phone,0,0
TXN100221,CUST1296,2560.96,IRCTC,Gurgaon,4,1,0,0,Tablet,0,0
TXN100222,CUST1291,6001.93,Myntra,Kolkata,17,0,0,0,Android Phone,0,0
TXN100223,CUST1131,5438.1,PayU Recharge,Gurgaon,23,0,0,0,Desktop Browser,0,0
TXN100224,CUST1086,2685.91,PayU Recharge,Mumbai,5,0,0,0,Tablet,0,0
TXN100225,CUST1094,978.89,Flipkart,Delhi,20,0,0,0,Desktop Browser,0,0
TXN100226,CUST1024,5479.38,Flipkart,Gurgaon,4,1,0,0,Desktop Browser,0,0
TXN100227,CUST1077,30332.77,Unknown Merchant Ltd,Mumbai,14,0,0,1,Android Phone,1,1
TXN100228,CUST1247,4676.66,Amazon,Gurgaon,0,1,0,0,Android Phone,0,0
TXN100229,CUST1008,1529.19,Local Kirana Store,Gurgaon,17,0,0,0,Tablet,0,0
TXN100230,CUST1220,2697.13,Electricity Board,Mumbai,5,0,0,0,Tablet,0,0
TXN100231,CUST1076,2264.8,BigBasket,Mumbai,16,0,0,0,Android Phone,0,0
TXN100232,CUST1203,2625.23,Local Kirana Store,Hyderabad,12,0,0,0,iPhone,0,0
TXN100233,CUST1115,1706.48,Ola,Delhi,2,1,0,0,iPhone,0,0
TXN100234,CUST1016,3233.5,Ola,Mumbai,12,0,0,0,Android Phone,0,0
TXN100235,CUST1004,4479.96,Cash Withdrawal ATM,Delhi,15,0,0,0,Tablet,0,0
TXN100236,CUST1169,783.46,Amazon,Gurgaon,3,1,0,0,Tablet,0,0
TXN100237,CUST1117,3233.42,BigBasket,Kolkata,22,0,0,0,Android Phone,0,0
TXN100238,CUST1023,3636.01,Ola,Chennai,8,0,0,0,Android Phone,0,0
TXN100239,CUST1016,4841.85,Uber,Mumbai,10,0,0,0,iPhone,0,0
TXN100240,CUST1073,403.28,Swiggy,Jaipur,12,0,0,0,iPhone,0,0
TXN100241,CUST1288,2086.41,Myntra,Jaipur,12,0,0,0,Android Phone,0,0
TXN100242,CUST1196,1268.49,Local Kirana Store,Kolkata,22,0,0,0,Tablet,0,0
TXN100243,CUST1177,10452.59,Unknown Merchant Ltd,Gurgaon,7,0,0,1,Desktop Browser,0,1
TXN100244,CUST1203,1906.25,PayU Recharge,Hyderabad,0,1,0,0,iPhone,0,0
TXN100245,CUST1251,1026.55,Uber,Gurgaon,12,0,0,0,Android Phone,0,0
TXN100246,CUST1194,3060.44,Flipkart,Gurgaon,9,0,0,0,Android Phone,0,0
TXN100247,CUST1042,3083.08,Local Kirana Store,Chennai,22,0,0,0,Android Phone,0,0
TXN100248,CUST1199,5652.08,PayU Recharge,Chennai,2,1,0,0,Desktop Browser,0,0
TXN100249,CUST1184,2859.55,PayU Recharge,Jaipur,4,1,0,0,iPhone,0,0
TXN100250,CUST1285,1239.38,Electricity Board,Bangalore,3,1,0,0,Desktop Browser,0,0
TXN100251,CUST1047,1712.94,BigBasket,Kolkata,10,0,0,0,iPhone,0,0
TXN100252,CUST1211,4034.72,Zomato,Hyderabad,23,0,0,0,Android Phone,0,0
TXN100253,CUST1292,3120.73,BigBasket,Kolkata,12,0,0,0,iPhone,0,0
TXN100254,CUST1137,2595.59,BigBasket,Gurgaon,5,0,0,0,Desktop Browser,0,0
TXN100255,CUST1247,5429.34,PayU Recharge,Gurgaon,8,0,0,0,iPhone,0,0
TXN100256,CUST1100,7202.1,Myntra,Chennai,9,0,0,0,iPhone,0,0
TXN100257,CUST1194,3815.53,Ola,Gurgaon,14,0,0,0,Android Phone,0,0
TXN100258,CUST1069,3234.65,Swiggy,Bangalore,22,0,0,0,iPhone,0,0
TXN100259,CUST1203,2792.6,Uber,Hyderabad,23,0,0,0,iPhone,0,0
TXN100260,CUST1124,1763.09,Uber,Kolkata,12,0,0,0,iPhone,0,0
TXN100261,CUST1102,666.77,Amazon,Chennai,5,0,0,0,Desktop Browser,0,0
TXN100262,CUST1236,1904.73,Local Kirana Store,Delhi,14,0,0,0,Tablet,0,0
TXN100263,CUST1035,2983.92,Ola,Pune,13,0,0,0,Desktop Browser,0,0
TXN100264,CUST1155,4538.1,IRCTC,Delhi,4,1,0,0,Desktop Browser,0,0
TXN100265,CUST1037,3873.46,Electricity Board,Pune,15,0,0,0,Tablet,0,0
TXN100266,CUST1214,2012.31,Electricity Board,Delhi,11,0,0,0,Desktop Browser,0,0
TXN100267,CUST1043,4144.23,Ola,Gurgaon,21,0,0,0,iPhone,0,0
TXN100268,CUST1022,1867.61,Cash Withdrawal ATM,Delhi,21,0,0,0,iPhone,0,0
TXN100269,CUST1169,456.14,Zomato,Gurgaon,3,1,0,0,Tablet,0,0
TXN100270,CUST1261,1523.61,PayU Recharge,Hyderabad,18,0,0,0,Desktop Browser,0,0
TXN100271,CUST1191,5658.15,Swiggy,Pune,21,0,0,0,Desktop Browser,0,0
TXN100272,CUST1176,3159.2,Flipkart,Kolkata,3,1,0,0,Tablet,0,0
TXN100273,CUST1059,2896.01,PayU Recharge,Kolkata,4,1,0,0,Android Phone,0,0
TXN100274,CUST1105,2006.74,Local Kirana Store,Bangalore,15,0,0,0,Desktop Browser,0,0
TXN100275,CUST1231,4890.34,Amazon,Mumbai,1,1,0,0,Desktop Browser,0,0
TXN100276,CUST1175,4088.15,Zomato,Delhi,5,0,0,0,Tablet,0,0
TXN100277,CUST1264,1997.25,PayU Recharge,Gurgaon,10,0,0,0,iPhone,0,0
TXN100278,CUST1118,1308.13,IRCTC,Jaipur,5,0,0,0,Desktop Browser,0,0
TXN100279,CUST1202,18588.63,Unknown Merchant Ltd,Jaipur,6,0,0,1,Desktop Browser,1,1
TXN100280,CUST1109,5255.31,Uber,Delhi,22,0,0,0,Android Phone,0,0
TXN100281,CUST1052,1655.27,PayU Recharge,Gurgaon,5,0,0,0,Tablet,0,0
TXN100282,CUST1058,1457.12,Myntra,Mumbai,15,0,0,0,Android Phone,0,0
TXN100283,CUST1198,3139.56,PayU Recharge,Chennai,3,1,0,0,Android Phone,0,0
TXN100284,CUST1088,5051.96,Flipkart,Pune,9,0,0,0,Tablet,0,0
TXN100285,CUST1068,1332.62,Local Kirana Store,Hyderabad,9,0,0,0,Android Phone,0,0
TXN100286,CUST1072,2131.34,IRCTC,Pune,19,0,0,0,Tablet,0,0
TXN100287,CUST1095,642.49,Swiggy,Pune,22,0,0,0,Tablet,0,0
TXN100288,CUST1284,1769.27,PayU Recharge,Kolkata,4,1,0,0,Tablet,0,0
TXN100289,CUST1027,2937.61,IRCTC,Jaipur,0,1,0,0,Tablet,0,0
TXN100290,CUST1287,3977.81,Local Kirana Store,Delhi,13,0,0,0,iPhone,0,0
