transaction_id,device_id,device_type,ip_address,is_new_device_for_customer
TXN100052,DEV-ZQXIWE6R,iPhone,138.84.43.242,0
TXN100053,DEV-BXPQ5BO2,Tablet,172.233.7.56,0
TXN100054,DEV-TKUDE358,Tablet,52.33.133.10,0
TXN100055,DEV-10BAF4JG,Tablet,52.231.165.15,0
TXN100056,DEV-FKCGGXP5,Android Phone,216.63.155.136,0
TXN100057,DEV-VKAP6ZPX,Tablet,1.65.194.105,0
TXN100058,DEV-YAACNU41,Android Phone,145.140.19.6,0
TXN100059,DEV-ANA6U48G,Tablet,47.138.56.250,0
TXN100060,DEV-TMFWG895,Desktop Browser,190.6.111.207,0
TXN100061,DEV-0TBKG8B3,Tablet,190.131.135.218,0
TXN100062,DEV-QZTIO4M7,Tablet,227.107.118.188,0
TXN100063,DEV-2NQ52NLO,Tablet,28.139.167.116,0
TXN100064,DEV-J0UFO2HO,Tablet,63.223.190.34,0
TXN100065,DEV-DU6FOTWF,Tablet,180.252.72.177,1
TXN100066,DEV-9XFQ1ENN,iPhone,197.6.151.177,0
TXN100067,DEV-KOF92Y8L,Android Phone,91.155.252.205,0
TXN100068,DEV-WV9NJS96,Android Phone,126.82.232.43,0
TXN100069,DEV-ZJ9MJ9XX,Desktop Browser,142.9.34.224,0
TXN100070,DEV-KHQNZJNN,Tablet,105.182.88.34,0
TXN100071,DEV-TRJ67DXL,Android Phone,6.208.33.207,0
TXN100072,DEV-U88WLXWC,iPhone,52.236.191.238,0
TXN100073,DEV-27YCIF8R,Tablet,11.92.16.235,0
TXN100074,DEV-8A2IBCLT,Tablet,210.51.182.253,1
TXN100075,DEV-5UGE1G41,iPhone,42.102.163.215,0
TXN100076,DEV-SKP30TX8,Desktop Browser,73.194.42.17,0
TXN100077,DEV-NKRT0IGY,Tablet,120.226.119.84,0
TXN100078,DEV-2NQ52NLO,Tablet,28.139.167.116,0
TXN100079,DEV-QF1PAFL9,iPhone,103.94.4.112,0
TXN100080,DEV-34JGVRP4,Tablet,249.171.16.91,0
TXN100081,DEV-CQPHLI5L,Tablet,202.72.143.88,0
TXN100082,DEV-4HA0MVF4,Android Phone,205.137.93.139,0
TXN100083,DEV-82U6ZV3I,Tablet,228.5.81.131,0
TXN100084,DEV-1ZN1RIAM,Tablet,144.38.201.70,0
TXN100085,DEV-KOF92Y8L,Android Phone,91.155.252.205,0
TXN100086,DEV-VT3X8VE0,iPhone,135.205.130.73,0
TXN100087,DEV-LABLRF3N,Android Phone,161.112.166.83,0
TXN100088,DEV-L4BKUU5C,iPhone,128.17.238.18,0
TXN100089,DEV-V6NYYCJ4,Tablet,92.191.208.123,0
TXN100090,DEV-2ZTDHF15,iPhone,62.15.166.175,1
TXN100091,DEV-B4IBHIF5,Desktop Browser,83.100.194.163,0
TXN100092,DEV-SKAZOCHB,iPhone,150.126.2.90,0
TXN100093,DEV-D7H10KYH,Desktop Browser,93.119.14.166,1
TXN100094,DEV-U5JSLHGM,Tablet,243.185.100.185,0
TXN100095,DEV-9VFRUK94,iPhone,20.158.28.227,0
TXN100096,DEV-BXPQ5BO2,Tablet,172.233.7.56,0
TXN100097,DEV-8257GE0Q,Desktop Browser,70.6.180.145,0
TXN100098,DEV-0FCYBR3O,Android Phone,148.230.12.169,0
TXN100099,DEV-ZZHJY8GY,Android Phone,167.12.224.145,0
TXN100100,DEV-B4GASFQB,iPhone,222.190.170.76,0
TXN100101,DEV-0TLXOUN9,Desktop Browser,38.209.173.193,0
TXN100102,DEV-BD4XDD8I,Tablet,209.101.184.191,0
TXN100103,DEV-S4WVT3F2,iPhone,251.209.203.53,0
TXN100104,DEV-Y2RL4N7S,Tablet,57.148.90.192,0
TXN100105,DEV-IXFY1Z68,Android Phone,127.37.235.19,0
TXN100106,DEV-J8PMOZKN,iPhone,78.110.159.151,1
TXN100107,DEV-KFTLECSA,iPhone,186.239.83.95,0
TXN100108,DEV-Y9RMJR21,Android Phone,109.177.151.159,0
TXN100109,DEV-9N81DJDI,Android Phone,117.98.192.87,0
TXN100110,DEV-6KFKLDF4,iPhone,124.125.64.2,0
TXN100111,DEV-0TBKG8B3,Tablet,190.131.135.218,0
TXN100112,DEV-08UPNZAS,Desktop Browser,163.140.28.108,0
TXN100113,DEV-KUPCJ8MO,iPhone,233.238.225.36,0
TXN100114,DEV-FUXQ9NJC,iPhone,150.106.30.144,0
TXN100115,DEV-HK0ONSAS,Desktop Browser,150.136.3.78,0
TXN100116,DEV-S5CS9UI1,Desktop Browser,241.58.212.68,0
TXN100117,DEV-1BLOG0NQ,iPhone,192.233.33.123,0
TXN100118,DEV-VT3X8VE0,iPhone,135.205.130.73,0
TXN100119,DEV-VK1PBCD6,iPhone,198.165.11.95,0
TXN100120,DEV-U88WLXWC,iPhone,52.236.191.238,0
TXN100121,DEV-9XFQ1ENN,iPhone,197.6.151.177,0
TXN100122,DEV-X9M4V74Q,Tablet,99.194.224.215,0
TXN100123,DEV-8257GE0Q,Desktop Browser,70.6.180.145,0
TXN100124,DEV-6YO8DJE7,Tablet,116.193.139.221,0
TXN100125,DEV-7BOXFQJ3,iPhone,54.170.184.66,0
TXN100126,DEV-VI7LIG9G,Desktop Browser,133.174.106.72,0
TXN100127,DEV-NOZ7QMJC,Android Phone,248.97.209.141,0
TXN100128,DEV-C3JR7T3S,Tablet,51.69.14.252,0
TXN100129,DEV-J27YH6UA,Desktop Browser,251.160.185.71,0
TXN100130,DEV-8NTAFUW9,Tablet,32.25.64.217,0
TXN100131,DEV-IV67KAYP,Tablet,115.55.60.26,0
TXN100132,DEV-ZP0NWNTJ,Tablet,112.203.225.135,0
TXN100133,DEV-ZAUMAPQP,Tablet,66.90.59.69,0
TXN100134,DEV-RG4XV349,Desktop Browser,13.195.59.24,0
TXN100135,DEV-OFC5WU25,iPhone,74.141.121.242,0
TXN100136,DEV-X9M4V74Q,Tablet,99.194.224.215,0
TXN100137,DEV-A8VC1J2T,Tablet,142.195.95.186,0
TXN100138,DEV-IHV17MIA,Desktop Browser,196.57.44.207,0
TXN100139,DEV-IA41SASC,iPhone,43.13.121.40,0
TXN100140,DEV-54UKIGDI,Android Phone,18.252.97.35,0
TXN100141,DEV-Q2YOTOS8,Desktop Browser,202.156.148.184,0
TXN100142,DEV-NKAR1H11,Tablet,222.152.203.195,0
TXN100143,DEV-E8IFXDNM,Tablet,228.168.224.111,0
TXN100144,DEV-S3OFAWWJ,Desktop Browser,131.100.41.214,0
TXN100145,DEV-FZJAHSAO,Tablet,89.160.84.73,0
TXN100146,DEV-APNU02WP,Desktop Browser,28.20.63.42,0
TXN100147,DEV-GDILK1QY,iPhone,147.173.40.83,0
TXN100148,DEV-WV9NJS96,Android Phone,126.82.232.43,0
TXN100149,DEV-PSXT0S9F,Tablet,85.170.183.113,0
TXN100150,DEV-02H6FYEY,Desktop Browser,158.187.251.96,0
TXN100151,DEV-U5JSLHGM,Tablet,243.185.100.185,0
TXN100152,DEV-WLFYZSKV,iPhone,58.209.6.112,0
TXN100153,DEV-IHV17MIA,Desktop Browser,196.57.44.207,0
TXN100154,DEV-QFDTN0PL,Android Phone,63.42.160.124,0
TXN100155,DEV-4IOAR4G5,Tablet,116.55.117.160,0
TXN100156,DEV-P3FRB7EI,Tablet,238.246.102.151,0
TXN100157,DEV-ATRD83X9,Android Phone,121.46.9.35,0
TXN100158,DEV-Y7ZXDFLD,Android Phone,253.11.158.1,0
TXN100159,DEV-3MSKZO3I,Desktop Browser,171.84.54.62,0
TXN100160,DEV-ZBC5F9E0,Desktop Browser,198.86.177.82,0
TXN100161,DEV-OMB42O3Q,Tablet,201.182.221.83,0
TXN100162,DEV-30ZX815G,iPhone,245.65.107.24,0
TXN100163,DEV-F5IV86ZP,Android Phone,162.93.183.88,0
TXN100164,DEV-W2R576VI,Desktop Browser,214.152.58.116,0
TXN100165,DEV-OP82J3TP,Desktop Browser,197.154.170.14,0
TXN100166,DEV-TT247O0G,iPhone,4.176.110.21,0
TXN100167,DEV-TKUDE358,Tablet,52.33.133.10,0
TXN100168,DEV-1K9YXCFE,Android Phone,245.62.17.200,0
TXN100169,DEV-EQE12QEY,Desktop Browser,202.22.92.202,0
TXN100170,DEV-LI3IF9AI,iPhone,63.225.58.113,0
TXN100171,DEV-NG806W81,Android Phone,42.38.88.42,0
TXN100172,DEV-7HY7AI33,iPhone,253.100.212.59,0
TXN100173,DEV-C9IX6R1N,Desktop Browser,51.231.11.10,0
TXN100174,DEV-9194B70L,Android Phone,243.104.147.180,0
TXN100175,DEV-F5IV86ZP,Android Phone,162.93.183.88,0
TXN100176,DEV-AXNM0ALQ,iPhone,216.25.153.134,0
TXN100177,DEV-3K4BK8EJ,Tablet,40.72.88.218,1
TXN100178,DEV-4P8RI4BN,Desktop Browser,117.211.121.140,0
TXN100179,DEV-Y7ZXDFLD,Android Phone,253.11.158.1,0
TXN100180,DEV-JM5GH2IJ,Android Phone,208.183.141.240,0
TXN100181,DEV-SKAZOCHB,iPhone,150.126.2.90,0
TXN100182,DEV-61B7PXJB,Android Phone,25.243.242.151,0
TXN100183,DEV-124VF89X,Tablet,200.186.69.59,0
TXN100184,DEV-U5WAHZG8,iPhone,254.105.2.175,0
TXN100185,DEV-8SUSFH70,Desktop Browser,192.82.107.49,0
TXN100186,DEV-1KHW8GAK,iPhone,48.212.199.175,0
TXN100187,DEV-C96MJ9N6,Android Phone,161.120.110.150,0
TXN100188,DEV-NDFWW41F,Tablet,220.52.72.13,0
TXN100189,DEV-HYGTMOV6,Desktop Browser,69.64.158.220,0
TXN100190,DEV-EB900YEH,Android Phone,148.1.167.54,0
TXN100191,DEV-WIJ0KZQV,Desktop Browser,195.231.34.84,0
TXN100192,DEV-MQFXEN9N,Desktop Browser,114.170.52.220,0
TXN100193,DEV-9XFQ1ENN,iPhone,197.6.151.177,0
TXN100194,DEV-U5WAHZG8,iPhone,254.105.2.175,0
TXN100195,DEV-V58B1V1C,Android Phone,136.106.187.42,0
TXN100196,DEV-82U6ZV3I,Tablet,228.5.81.131,0
TXN100197,DEV-R3UES2FX,Android Phone,184.104.73.228,0
TXN100198,DEV-DKKG1R1C,Tablet,90.78.165.58,0
TXN100199,DEV-YJROFH6A,iPhone,166.125.99.57,0
TXN100200,DEV-QF1PAFL9,iPhone,103.94.4.112,0
TXN100201,DEV-ZSYJX20A,Android Phone,62.231.73.65,0
TXN100202,DEV-VWY8UMNW,iPhone,84.12.220.87,0
TXN100203,DEV-QT0D9TZH,iPhone,56.95.25.10,0
TXN100204,DEV-7O9X66D7,Android Phone,24.207.65.203,0
TXN100205,DEV-RG4XV349,Desktop Browser,13.195.59.24,0
TXN100206,DEV-LRZQ8BXY,Tablet,64.72.253.156,0
TXN100207,DEV-VC1FRF89,iPhone,101.202.41.166,0
TXN100208,DEV-XZA43HOL,Android Phone,129.150.59.237,0
TXN100209,DEV-PMMQZADW,Android Phone,171.71.50.45,0
TXN100210,DEV-00HHEQXI,iPhone,9.31.186.234,0
TXN100211,DEV-G4PDFCOP,iPhone,69.183.134.183,0
TXN100212,DEV-F9TU8PV2,Desktop Browser,81.67.156.55,0
TXN100213,DEV-0T4UOXZ3,Android Phone,133.47.138.225,0
TXN100214,DEV-30ZX815G,iPhone,245.65.107.24,0
TXN100215,DEV-6SV5ITMT,Desktop Browser,67.86.141.35,0
TXN100216,DEV-30ZX815G,iPhone,245.65.107.24,0
TXN100217,DEV-AZRVHPJ9,Tablet,144.156.215.145,0
TXN100218,DEV-4H2HWSWC,Android Phone,189.195.83.118,0
TXN100219,DEV-YR2P6XCW,Android Phone,185.39.254.91,0
TXN100220,DEV-EB900YEH,Android Phone,148.1.167.54,0
TXN100221,DEV-VKAP6ZPX,Tablet,1.65.194.105,0
TXN100222,DEV-KWBNBPAV,Android Phone,170.67.227.63,0
TXN100223,DEV-OP82J3TP,Desktop Browser,197.154.170.14,0
TXN100224,DEV-BLGU0TBQ,Tablet,54.62.106.155,0
TXN100225,DEV-2AWW77GC,Desktop Browser,206.13.238.32,0
TXN100226,DEV-N1TCJFCZ,Desktop Browser,186.44.134.147,0
TXN100227,DEV-IYMYK86A,Android Phone,121.97.79.106,1
TXN100228,DEV-G9L9Q3CY,Android Phone,75.176.164.15,0
TXN100229,DEV-U5JSLHGM,Tablet,243.185.100.185,0
TXN100230,DEV-1ID9VVN5,Tablet,215.180.247.111,0
TXN100231,DEV-WV9NJS96,Android Phone,126.82.232.43,0
TXN100232,DEV-83GSV5E0,iPhone,207.27.24.25,0
TXN100233,DEV-7BOXFQJ3,iPhone,54.170.184.66,0
TXN100234,DEV-CGJU2T0J,Android Phone,179.133.126.45,0
TXN100235,DEV-NKAR1H11,Tablet,222.152.203.195,0
TXN100236,DEV-IDYREX9B,Tablet,219.9.186.20,0
TXN100237,DEV-39BD2EEV,Android Phone,63.177.97.86,0
TXN100238,DEV-M5CV35XU,Android Phone,139.75.58.60,0
TXN100239,DEV-6KFKLDF4,iPhone,124.125.64.2,0
TXN100240,DEV-ZFWTJSJF,iPhone,220.112.72.223,0
TXN100241,DEV-EB900YEH,Android Phone,148.1.167.54,0
TXN100242,DEV-A8VC1J2T,Tablet,142.195.95.186,0
TXN100243,DEV-S5CS9UI1,Desktop Browser,241.58.212.68,0
TXN100244,DEV-83GSV5E0,iPhone,207.27.24.25,0
TXN100245,DEV-3FHVFIJM,Android Phone,24.66.240.10,0
TXN100246,DEV-QFDTN0PL,Android Phone,63.42.160.124,0
TXN100247,DEV-7BNA2I7P,Android Phone,133.178.25.30,0
TXN100248,DEV-NYC7H81J,Desktop Browser,92.14.210.111,0
TXN100249,DEV-SKAZOCHB,iPhone,150.126.2.90,0
TXN100250,DEV-APNU02WP,Desktop Browser,28.20.63.42,0
TXN100251,DEV-T292MI56,iPhone,105.12.55.60,0
TXN100252,DEV-BYQYVBNU,Android Phone,206.75.74.147,0
TXN100253,DEV-8QMXETIZ,iPhone,243.224.187.169,0
TXN100254,DEV-3X10Y14D,Desktop Browser,38.138.201.94,0
TXN100255,DEV-5S8T6AID,iPhone,143.179.129.133,0
TXN100256,DEV-LDASLW9H,iPhone,228.49.28.48,0
TXN100257,DEV-QFDTN0PL,Android Phone,63.42.160.124,0
TXN100258,DEV-1PU8BWAU,iPhone,102.164.31.118,0
TXN100259,DEV-83GSV5E0,iPhone,207.27.24.25,0
TXN100260,DEV-ZQXIWE6R,iPhone,138.84.43.242,0
TXN100261,DEV-0L70SHYV,Desktop Browser,167.63.231.244,0
TXN100262,DEV-QZTIO4M7,Tablet,227.107.118.188,0
TXN100263,DEV-3685EFZV,Desktop Browser,8.141.206.218,0
TXN100264,DEV-U3D3513L,Desktop Browser,252.237.193.31,0
TXN100265,DEV-YN6IRJ9W,Tablet,236.231.40.117,0
TXN100266,DEV-2XGVGDOF,Desktop Browser,51.6.128.101,0
TXN100267,DEV-TI2LSWBB,iPhone,123.193.58.1,0
TXN100268,DEV-VWY8UMNW,iPhone,84.12.220.87,0
TXN100269,DEV-IDYREX9B,Tablet,219.9.186.20,0
TXN100270,DEV-HYGTMOV6,Desktop Browser,69.64.158.220,0
TXN100271,DEV-B3ODF76I,Desktop Browser,44.48.167.236,0
TXN100272,DEV-58XWBNWJ,Tablet,113.114.154.73,0
TXN100273,DEV-C7501OEE,Android Phone,143.205.24.191,0
TXN100274,DEV-779U7C1A,Desktop Browser,18.249.50.51,0
TXN100275,DEV-HK0ONSAS,Desktop Browser,150.136.3.78,0
TXN100276,DEV-H96YCFNH,Tablet,61.212.132.251,0
TXN100277,DEV-WYPEEK03,iPhone,95.145.249.122,0
TXN100278,DEV-GUB5KB3P,Desktop Browser,14.61.116.53,0
TXN100279,DEV-R3TGWJ7P,Desktop Browser,189.213.126.201,1
TXN100280,DEV-UQ0RZTWO,Android Phone,117.123.180.16,0
TXN100281,DEV-IMYDO5N1,Tablet,240.27.176.68,0
TXN100282,DEV-0S1G9EU8,Android Phone,143.152.137.198,0
TXN100283,DEV-W5KYFC6R,Android Phone,44.96.9.137,0
TXN100284,DEV-7M08LCWL,Tablet,122.87.181.45,0
TXN100285,DEV-9VYSKE5M,Android Phone,166.22.73.89,0
TXN100286,DEV-ZCM8JJ6A,Tablet,111.181.196.242,0
TXN100287,DEV-B42P31OG,Tablet,199.151.192.179,0
TXN100288,DEV-J28CW9RT,Tablet,139.39.220.160,0
TXN100289,DEV-XY2NZ5X5,Tablet,98.187.159.85,0
TXN100290,DEV-KUPCJ8MO,iPhone,233.238.225.36,0
TXN100291,DEV-SKP30TX8,Desktop Browser,73.194.42.17,0
TXN100292,DEV-3KWWETUJ,Tablet,213.222.57.222,1
TXN100293,DEV-HYGTMOV6,Desktop Browser,69.64.158.220,0
TXN100294,DEV-MFCYLTM9,Tablet,46.234.242.88,0
TXN100295,DEV-IO2F2NAT,Android Phone,169.216.44.47,0
TXN100296,DEV-BHTFNSGP,iPhone,99.146.171.45,0
TXN100297,DEV-D41J2PAT,Android Phone,59.250.118.213,0
TXN100298,DEV-5IT2NI9S,Tablet,95.94.7.244,0
TXN100299,DEV-KWBNBPAV,Android Phone,170.67.227.63,0
TXN100300,DEV-G6G04JGS,Tablet,152.101.51.36,0
TXN100301,DEV-1PU8BWAU,iPhone,102.164.31.118,0
TXN100302,DEV-9N81DJDI,Android Phone,117.98.192.87,0
TXN100303,DEV-RRBSZUJB,Desktop Browser,54.101.79.23,0
TXN100304,DEV-HK0ONSAS,Desktop Browser,150.136.3.78,0
TXN100305,DEV-2MJEQA2O,Android Phone,91.93.243.80,0
TXN100306,DEV-WR1XFHSJ,Android Phone,30.62.78.230,0
TXN100307,DEV-NOZ7QMJC,Android Phone,248.97.209.141,0
TXN100308,DEV-YAACNU41,Android Phone,145.140.19.6,0
TXN100309,DEV-H96YCFNH,Tablet,61.212.132.251,0
TXN100310,DEV-0N53R4SI,Tablet,115.218.82.12,1
TXN100311,DEV-8J4ZXD82,Android Phone,199.91.46.117,0
TXN100312,DEV-ZSUV41AM,iPhone,217.132.135.143,0
TXN100313,DEV-67U61O85,Tablet,203.194.116.138,1
TXN100314,DEV-LE45B2NI,iPhone,19.246.61.34,1
TXN100315,DEV-NKAR1H11,Tablet,222.152.203.195,0
TXN100316,DEV-3GGO9DVW,Android Phone,213.157.73.36,0
TXN100317,DEV-WLKOBQ6M,Desktop Browser,91.250.248.64,0
TXN100318,DEV-258E7428,iPhone,170.216.139.111,0
TXN100319,DEV-VGKY5CGA,iPhone,250.51.68.37,0
TXN100320,DEV-ANA6U48G,Tablet,47.138.56.250,0
TXN100321,DEV-A8VC1J2T,Tablet,142.195.95.186,0
TXN100322,DEV-A4PO5CB4,Tablet,129.52.20.21,0
TXN100323,DEV-RLSR0O8K,Desktop Browser,28.211.38.143,0
TXN100324,DEV-SWP0YKKS,Tablet,99.151.159.184,0
TXN100325,DEV-V6NYYCJ4,Tablet,92.191.208.123,0
TXN100326,DEV-L4BKUU5C,iPhone,128.17.238.18,0
TXN100327,DEV-1JD3VURR,Android Phone,39.45.212.196,0
TXN100328,DEV-62ZKO0E4,iPhone,236.95.74.54,1
TXN100329,DEV-UP3FTJ6A,Android Phone,42.220.10.68,0
TXN100330,DEV-2GT30GCH,iPhone,225.216.166.2,0
TXN100331,DEV-U88WLXWC,iPhone,52.236.191.238,0
TXN100332,DEV-ZJ9MJ9XX,Desktop Browser,142.9.34.224,0
TXN100333,DEV-05SORHTM,iPhone,197.121.104.133,0
TXN100334,DEV-C7501OEE,Android Phone,143.205.24.191,0
TXN100335,DEV-1BLOG0NQ,iPhone,192.233.33.123,0
TXN100336,DEV-742GRRDN,Android Phone,38.171.33.220,0
TXN100337,DEV-3X10Y14D,Desktop Browser,38.138.201.94,0
TXN100338,DEV-XZA43HOL,Android Phone,129.150.59.237,0
TXN100339,DEV-HYGTMOV6,Desktop Browser,69.64.158.220,0
TXN100340,DEV-IO2F2NAT,Android Phone,169.216.44.47,0
TXN100341,DEV-TGPEQCYH,iPhone,238.145.168.150,1
TXN100342,DEV-WV9NJS96,Android Phone,126.82.232.43,0
TXN100343,DEV-QF1PAFL9,iPhone,103.94.4.112,0
TXN100344,DEV-GNZ6D86Z,Android Phone,183.53.127.53,0
TXN100345,DEV-GUUW0580,Desktop Browser,169.219.150.20,0
TXN100346,DEV-TF6LN824,iPhone,82.143.241.79,0
TXN100347,DEV-EB900YEH,Android Phone,148.1.167.54,0
TXN100348,DEV-Q50XCXMS,Tablet,228.6.103.148,0
TXN100349,DEV-MASNPHFC,Tablet,44.202.104.54,0
TXN100350,DEV-0XKIAIPR,Tablet,183.120.96.226,0
TXN100351,DEV-FJ4B121Y,Android Phone,22.83.43.194,0
TXN100352,DEV-UBWRP8GU,Android Phone,230.89.123.223,0
TXN100353,DEV-BYQYVBNU,Android Phone,206.75.74.147,0
TXN100354,DEV-K7UJJ31W,Android Phone,47.229.115.155,0
TXN100355,DEV-R6LUU6IF,Android Phone,35.204.94.102,0
TXN100356,DEV-11KJALW5,Android Phone,238.214.29.234,0
TXN100357,DEV-FKCGGXP5,Android Phone,216.63.155.136,0
TXN100358,DEV-BHTFNSGP,iPhone,99.146.171.45,0
TXN100359,DEV-JTV75SSU,Desktop Browser,176.54.178.190,0
TXN100360,DEV-U3D3513L,Desktop Browser,252.237.193.31,0
TXN100361,DEV-10BAF4JG,Tablet,52.231.165.15,0
TXN100362,DEV-WOC4191H,Desktop Browser,251.78.61.237,0
TXN100363,DEV-34UDC4FH,Android Phone,6.200.39.165,0
TXN100364,DEV-CYRVEOW0,Android Phone,54.41.31.222,0
TXN100365,DEV-VUUPLTXU,Desktop Browser,177.6.36.198,0
TXN100366,DEV-XBV0DEOE,iPhone,11.31.159.185,1
TXN100367,DEV-IDYREX9B,Tablet,219.9.186.20,0
TXN100368,DEV-EM0TPI70,iPhone,10.76.147.50,0
TXN100369,DEV-V1TWBDCA,Android Phone,85.219.24.81,0
TXN100370,DEV-ZSYJX20A,Android Phone,62.231.73.65,0
TXN100371,DEV-34UDC4FH,Android Phone,6.200.39.165,0
TXN100372,DEV-TRJ67DXL,Android Phone,6.208.33.207,0
TXN100373,DEV-G49MN230,Android Phone,207.239.55.184,0
TXN100374,DEV-VIMI8FO0,iPhone,53.114.37.173,0
TXN100375,DEV-IRCVCZ8P,Android Phone,106.59.34.33,1
TXN100376,DEV-KIEW6OR6,Tablet,95.109.229.202,0
TXN100377,DEV-NV2MK48J,Android Phone,36.215.208.65,0
TXN100378,DEV-ABCE2EH3,Tablet,142.59.26.116,0
TXN100379,DEV-9ZQHBQIQ,iPhone,86.21.249.13,0
TXN100380,DEV-KWOALF4V,Desktop Browser,137.118.168.171,0
TXN100381,DEV-3LKMGS6R,iPhone,157.236.87.241,0
TXN100382,DEV-O1DFSTS3,Desktop Browser,115.28.38.152,0
TXN100383,DEV-ZCM8JJ6A,Tablet,111.181.196.242,0
TXN100384,DEV-B3ODF76I,Desktop Browser,44.48.167.236,0
TXN100385,DEV-YAACNU41,Android Phone,145.140.19.6,0
TXN100386,DEV-EHAPM4YQ,Tablet,153.65.128.8,0
TXN100387,DEV-UM921VF3,Tablet,237.66.215.112,0
TXN100388,DEV-0FCYBR3O,Android Phone,148.230.12.169,0
TXN100389,DEV-9194B70L,Android Phone,243.104.147.180,0
TXN100390,DEV-ZCM8JJ6A,Tablet,111.181.196.242,0
TXN100391,DEV-S3ZRB9OP,Desktop Browser,248.85.161.151,0
TXN100392,DEV-2BVXEJAX,iPhone,140.197.242.142,0
TXN100393,DEV-ULYZLGJV,Android Phone,207.151.77.166,0
TXN100394,DEV-BYQYVBNU,Android Phone,206.75.74.147,0
TXN100395,DEV-8NTAFUW9,Tablet,32.25.64.217,0
TXN100396,DEV-31YUW2TG,Tablet,251.136.1.39,0
TXN100397,DEV-HQTYLU58,iPhone,197.139.251.175,0
TXN100398,DEV-G9L9Q3CY,Android Phone,75.176.164.15,0
TXN100399,DEV-P9XAQS3T,iPhone,28.23.106.15,1
TXN100400,DEV-6ZUGFLDT,Android Phone,200.33.139.90,0
TXN100401,DEV-8QMXETIZ,iPhone,243.224.187.169,0
TXN100402,DEV-DQA4SVKX,Android Phone,209.211.218.19,0
